City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
261,Karratha,-20.7377,116.8463,74.01,59,0,9.48,AU,2021-07-30 02:19:34,clear sky
262,Alice Springs,-23.7,133.8833,81.95,24,0,12.66,AU,2021-07-30 02:15:27,clear sky
263,Bagdarin,54.4333,113.6,70.23,52,0,3.42,RU,2021-07-30 02:22:46,clear sky
264,Manadhoo,5.7667,73.3833,82.44,72,16,10.04,MV,2021-07-30 02:25:16,few clouds
265,Pingyi,35.5006,117.6308,75.54,83,85,13.31,CN,2021-07-30 02:25:16,overcast clouds
266,College,64.8569,-147.8028,69.75,64,75,8.05,US,2021-07-30 02:22:51,broken clouds
267,Mount Gambier,-37.8333,140.7667,56.32,59,69,16.37,AU,2021-07-30 02:19:41,broken clouds
268,Jiuquan,39.7432,98.5174,85.53,15,0,7.87,CN,2021-07-30 02:25:17,clear sky
269,San Jose,37.3394,-121.895,92.71,54,40,9.22,US,2021-07-30 02:25:17,scattered clouds
270,Nogliki,51.8333,143.1667,67.89,93,100,8.72,RU,2021-07-30 02:25:18,light rain
271,Dunn,44.95,-91.8835,73.2,80,77,8.05,US,2021-07-30 02:25:18,broken clouds
272,Lebu,-37.6167,-73.65,48.56,84,0,5.37,CL,2021-07-30 02:25:18,clear sky
273,Caconda,-13.7333,15.0667,51.15,33,2,5.14,AO,2021-07-30 02:25:19,clear sky
274,Sibu,2.3,111.8167,77.31,88,40,8.05,MY,2021-07-30 02:25:19,light rain
275,Nayudupeta,13.9,79.9,86.88,51,100,14.72,IN,2021-07-30 02:25:19,overcast clouds
276,Cabedelo,-6.9811,-34.8339,74.07,82,100,9.91,BR,2021-07-30 02:25:20,overcast clouds
277,Saint Anthony,45.0205,-93.218,76.24,63,90,1.99,US,2021-07-30 02:25:20,haze
278,Akyab,20.15,92.9,82.54,85,86,13.56,MM,2021-07-30 02:25:20,overcast clouds
279,Seoul,37.5683,126.9778,91.81,55,0,9.22,KR,2021-07-30 02:23:45,clear sky
280,Olafsvik,64.8945,-23.7142,52.75,87,99,5.08,IS,2021-07-30 02:15:34,overcast clouds
281,Ust-Nera,64.5667,143.2,56.59,48,6,3.76,RU,2021-07-30 02:25:21,clear sky
282,Ntungamo,-0.8833,29.65,63.36,78,26,3.62,UG,2021-07-30 02:25:21,scattered clouds
283,Hasaki,35.7333,140.8333,90.28,77,19,8.66,JP,2021-07-30 02:25:22,few clouds
284,Sobolevo,54.4299,31.8996,62.02,98,68,4.45,RU,2021-07-30 02:25:22,moderate rain
285,Kobelyaky,49.1489,34.1965,67.55,90,2,6.53,UA,2021-07-30 02:25:22,clear sky
286,Dunedin,-45.8742,170.5036,48.79,86,64,17.0,NZ,2021-07-30 02:25:23,broken clouds
287,Martapura,-3.4167,114.85,82.49,74,20,3.44,ID,2021-07-30 02:25:23,few clouds
288,Cody,44.5263,-109.0565,67.41,87,90,12.66,US,2021-07-30 02:25:23,heavy intensity rain
289,Gat,31.61,34.7642,78.4,79,0,5.5,IL,2021-07-30 02:19:00,clear sky
290,Miraflores,19.2167,-98.8083,66.87,84,69,4.12,MX,2021-07-30 02:15:24,broken clouds
291,Saint-Georges,12.0564,-61.7485,80.28,83,20,11.5,GD,2021-07-30 02:25:24,few clouds
292,Masalli,34.7959,126.6553,87.48,62,94,6.08,KR,2021-07-30 02:25:24,overcast clouds
293,Touros,-5.1989,-35.4608,74.3,84,50,11.83,BR,2021-07-30 02:19:33,scattered clouds
294,Alofi,-19.0595,-169.9187,76.89,78,75,11.5,NU,2021-07-30 02:25:25,broken clouds
295,Skjervoy,70.0311,20.9714,50.59,74,99,13.87,NO,2021-07-30 02:25:25,overcast clouds
296,Port Hardy,50.6996,-127.4199,68.18,77,20,10.36,CA,2021-07-30 02:20:19,few clouds
297,Satun,6.8333,100.0,82.11,94,100,0.45,TH,2021-07-30 02:25:26,overcast clouds
298,Talara,-4.5772,-81.2719,66.49,90,96,12.62,PE,2021-07-30 02:23:00,overcast clouds
299,Darlowo,54.421,16.4107,56.95,71,8,18.72,PL,2021-07-30 02:25:26,clear sky
300,Rocha,-34.4833,-54.3333,39.15,84,6,4.83,UY,2021-07-30 02:23:27,clear sky
301,Vao,-22.6667,167.4833,71.35,70,2,20.04,NC,2021-07-30 02:21:07,clear sky
302,Nakamura,32.9833,132.9333,90.68,52,4,1.88,JP,2021-07-30 02:25:27,clear sky
303,Weligama,5.9667,80.4167,80.35,84,34,12.53,LK,2021-07-30 02:21:44,scattered clouds
304,Aykhal,66.0,111.5,73.98,33,99,7.54,RU,2021-07-30 02:25:19,overcast clouds
305,Westport,41.1415,-73.3579,74.19,94,90,1.99,US,2021-07-30 02:21:05,overcast clouds
306,Longyearbyen,78.2186,15.6401,42.64,87,75,3.44,SJ,2021-07-30 02:18:59,light rain
307,Rupert,42.6191,-113.6772,89.49,37,20,17.27,US,2021-07-30 02:25:28,few clouds
308,Jinchang,38.4953,102.1739,86.88,14,0,5.1,CN,2021-07-30 02:25:28,clear sky
309,Asau,46.4333,26.4,66.76,97,0,3.67,RO,2021-07-30 02:21:41,clear sky
310,Djambala,-2.5447,14.7533,69.58,50,12,4.32,CG,2021-07-30 02:25:29,few clouds
311,Sinop,41.7711,34.8709,63.52,58,0,4.32,TR,2021-07-30 02:22:28,clear sky
312,Luderitz,-26.6481,15.1594,64.96,38,0,11.63,NA,2021-07-30 02:21:18,clear sky
313,Chipinge,-20.1883,32.6236,49.87,66,18,2.77,ZW,2021-07-30 02:25:29,few clouds
314,Manali,13.1667,80.2667,86.09,58,100,14.9,IN,2021-07-30 02:25:30,overcast clouds
315,Sabinas,27.85,-101.1167,91.22,35,96,10.51,MX,2021-07-30 02:25:30,overcast clouds
316,Kahului,20.8947,-156.47,84.22,77,40,21.85,US,2021-07-30 02:19:06,scattered clouds
317,Warrnambool,-38.3833,142.4833,55.81,59,75,26.82,AU,2021-07-30 02:25:31,broken clouds
318,Saint-Pierre,-21.3393,55.4781,67.68,82,40,20.71,RE,2021-07-30 02:19:48,scattered clouds
319,Beipiao,41.7919,120.7792,69.35,95,100,12.28,CN,2021-07-30 02:21:10,light rain
320,Muroran,42.3172,140.9881,86.25,96,100,14.23,JP,2021-07-30 02:25:31,overcast clouds
321,Evensk,61.95,159.2333,52.75,53,99,9.37,RU,2021-07-30 02:13:07,overcast clouds
322,Luanda,-8.8368,13.2343,69.8,88,20,2.3,AO,2021-07-30 02:25:32,few clouds
323,Awjilah,29.1081,21.2869,78.55,61,0,10.33,LY,2021-07-30 02:20:05,clear sky
324,Bambanglipuro,-7.95,110.2833,81.63,74,60,9.35,ID,2021-07-30 02:25:32,broken clouds
325,Hailun,47.45,126.9333,77.79,72,100,5.35,CN,2021-07-30 02:25:32,overcast clouds
326,Hlobyne,49.3878,33.2596,66.49,94,1,7.78,UA,2021-07-30 02:25:33,clear sky
327,Adrar,20.5022,-10.0711,86.4,38,49,16.49,MR,2021-07-30 02:25:33,scattered clouds
328,Dwarka,22.2394,68.9678,82.35,83,100,23.78,IN,2021-07-30 02:25:34,overcast clouds
329,Nizwa,22.9333,57.5333,87.51,47,99,4.38,OM,2021-07-30 02:24:13,overcast clouds
330,Grindavik,63.8424,-22.4338,61.9,100,0,6.91,IS,2021-07-30 02:25:34,clear sky
331,Kalmunai,7.4167,81.8167,82.2,70,50,4.14,LK,2021-07-30 02:25:34,scattered clouds
332,Acapulco,16.8634,-99.8901,84.02,70,75,0.0,MX,2021-07-30 02:25:35,broken clouds
333,Bela,25.9333,81.9833,79.61,92,100,3.8,IN,2021-07-30 02:25:35,overcast clouds
334,Katsuura,35.1333,140.3,86.04,82,26,8.72,JP,2021-07-30 02:20:09,scattered clouds
335,Tenenkou,14.4572,-4.9169,82.98,65,75,9.84,ML,2021-07-30 02:25:36,broken clouds
336,Doaba,33.4244,70.7364,81.25,74,26,0.87,PK,2021-07-30 02:25:36,scattered clouds
337,Hue,16.4667,107.6,95.11,49,20,8.05,VN,2021-07-30 02:25:36,few clouds
338,Ayan,56.45,138.1667,55.2,82,100,23.96,RU,2021-07-30 02:22:38,light rain
339,Nikolskoye,59.7035,30.7861,64.29,90,56,6.17,RU,2021-07-30 02:25:37,broken clouds
340,Ostrovnoy,68.0531,39.5131,43.02,88,9,2.06,RU,2021-07-30 02:20:04,clear sky
341,Ereymentau,51.6199,73.1033,60.4,44,0,3.38,KZ,2021-07-30 02:25:37,clear sky
342,Mikkeli,61.6886,27.2723,60.91,94,0,6.91,FI,2021-07-30 02:25:38,clear sky
343,Huangchuan,32.1272,115.0394,85.33,74,5,5.86,CN,2021-07-30 02:25:38,clear sky
344,Togur,58.3631,82.8265,56.95,81,0,3.13,RU,2021-07-30 02:25:39,clear sky
345,Sampit,-2.5333,112.95,85.73,64,75,3.78,ID,2021-07-30 02:21:02,broken clouds
346,Richards Bay,-28.783,32.0377,59.76,77,2,7.11,ZA,2021-07-30 02:25:39,clear sky
347,Campo Grande,-20.4428,-54.6464,47.75,40,0,9.22,BR,2021-07-30 02:25:39,clear sky
348,Padang,-0.9492,100.3543,82.45,64,100,0.89,ID,2021-07-30 02:23:00,overcast clouds
349,Russell,32.3502,-85.1999,85.23,90,1,0.0,US,2021-07-30 02:25:40,clear sky
350,Paamiut,61.994,-49.6678,43.43,87,100,3.27,GL,2021-07-30 02:22:48,overcast clouds
351,Soto La Marina,23.7667,-98.2167,79.41,85,100,4.25,MX,2021-07-30 02:25:40,overcast clouds
352,Monrovia,6.3005,-10.7969,76.5,81,18,6.73,LR,2021-07-30 02:23:20,few clouds
353,Waipawa,-41.4122,175.5153,59.11,62,3,4.54,NZ,2021-07-30 02:23:45,clear sky
354,Itzehoe,53.921,9.5153,61.07,84,19,12.19,DE,2021-07-30 02:25:41,few clouds
355,Guerrero Negro,27.9769,-114.0611,71.83,80,4,20.69,MX,2021-07-30 02:22:15,clear sky
356,Nanortalik,60.1432,-45.2371,46.29,80,100,16.42,GL,2021-07-30 02:25:41,overcast clouds
357,Murdochville,48.9583,-65.5006,54.48,76,100,2.75,CA,2021-07-30 02:25:42,overcast clouds
358,Leningradskiy,69.3833,178.4167,32.79,97,100,20.36,RU,2021-07-30 02:22:27,light snow
359,Acarau,-2.8856,-40.12,77.47,87,47,8.57,BR,2021-07-30 02:25:43,scattered clouds
360,Toccoa,34.5773,-83.3324,82.04,75,1,4.61,US,2021-07-30 02:25:43,clear sky
361,Iskateley,67.6803,53.1512,46.87,84,24,3.6,RU,2021-07-30 02:15:43,few clouds
362,Athabasca,54.7169,-113.2854,76.82,46,53,12.44,CA,2021-07-30 02:22:18,broken clouds
363,Sinnamary,5.3833,-52.95,78.19,84,6,5.79,GF,2021-07-30 02:21:58,clear sky
364,Tuatapere,-46.1333,167.6833,49.82,76,100,1.32,NZ,2021-07-30 02:25:44,overcast clouds
365,Spornoye,50.8448,37.2913,68.02,94,47,8.3,RU,2021-07-30 02:25:44,scattered clouds
366,Fort Nelson,58.8053,-122.7002,78.39,29,20,8.05,CA,2021-07-30 02:19:34,few clouds
367,Bridlington,54.0831,-0.1919,56.28,86,100,6.8,GB,2021-07-30 02:25:44,overcast clouds
368,San Borja,-14.8167,-66.85,54.57,50,17,4.38,BO,2021-07-30 02:25:45,few clouds
369,Hinton,53.4001,-117.5857,84.24,56,44,5.03,CA,2021-07-30 02:25:45,scattered clouds
370,Zambezi,-13.5432,23.1047,49.68,46,73,5.08,ZM,2021-07-30 02:25:45,broken clouds
371,Svetlogorsk,52.6333,29.7333,61.47,97,15,6.08,BY,2021-07-30 02:25:46,few clouds
372,Wahiawa,21.5028,-158.0236,86.32,62,1,12.66,US,2021-07-30 02:21:01,clear sky
373,Samoded,63.6083,40.5111,54.01,78,100,3.06,RU,2021-07-30 02:20:08,overcast clouds
374,Kandalaksha,67.162,32.4123,49.14,79,100,4.07,RU,2021-07-30 02:25:47,overcast clouds
375,Orebro,59.2741,15.2066,55.78,34,40,3.74,SE,2021-07-30 02:25:47,scattered clouds
376,Salalah,17.0151,54.0924,77.09,94,90,11.5,OM,2021-07-30 02:25:47,light intensity drizzle
377,Ust-Kan,50.9276,84.761,57.45,81,95,2.64,RU,2021-07-30 02:25:48,overcast clouds
378,Vestmannaeyjar,63.4427,-20.2734,53.4,92,27,12.8,IS,2021-07-30 02:21:49,scattered clouds
379,Port Moresby,-9.4431,147.1797,87.22,62,40,11.5,PG,2021-07-30 02:25:48,haze
380,Lasa,46.6166,10.7002,61.68,95,4,2.08,IT,2021-07-30 02:22:08,clear sky
381,Dali,25.7,100.1833,66.52,90,100,3.09,CN,2021-07-30 02:25:48,overcast clouds
382,Xichang,27.8964,102.2634,69.04,90,100,1.86,CN,2021-07-30 02:25:49,light rain
383,Tsabong,-26.0217,22.401,49.41,28,0,9.6,BW,2021-07-30 02:25:49,clear sky
384,Noumea,-22.2763,166.4572,77.0,99,14,18.23,NC,2021-07-30 02:24:27,light rain
385,Linfen,36.0889,111.5189,87.96,45,0,6.42,CN,2021-07-30 02:21:54,clear sky
386,Tornio,65.8481,24.1466,55.42,90,6,11.81,FI,2021-07-30 02:25:50,clear sky
387,Champerico,14.3,-91.9167,80.35,84,100,5.95,GT,2021-07-30 02:20:02,overcast clouds
388,Peniche,39.3558,-9.3811,65.28,89,3,14.9,PT,2021-07-30 02:25:51,clear sky
389,Stepantsevo,56.1314,41.7032,61.54,92,99,5.28,RU,2021-07-30 02:25:51,overcast clouds
390,Luau,-10.7073,22.2247,55.63,34,0,5.44,AO,2021-07-30 02:25:51,clear sky
391,Sarkikaraagac,38.0794,31.3664,60.44,42,0,4.14,TR,2021-07-30 02:25:52,clear sky
392,Kawalu,-7.3817,108.2082,77.47,78,73,1.9,ID,2021-07-30 02:21:10,broken clouds
393,Bathsheba,13.2167,-59.5167,81.21,74,20,12.66,BB,2021-07-30 02:20:06,few clouds
394,Pacific Grove,36.6177,-121.9166,84.15,85,40,3.0,US,2021-07-30 02:22:52,scattered clouds
395,Barra,-11.0894,-43.1417,74.75,40,0,4.56,BR,2021-07-30 02:23:01,clear sky
396,Keetmanshoop,-26.5833,18.1333,49.12,40,0,8.05,NA,2021-07-30 02:25:53,clear sky
397,Carutapera,-1.195,-46.02,75.47,93,29,6.02,BR,2021-07-30 02:23:04,scattered clouds
398,Ellisras,-23.6649,27.7443,51.17,33,0,6.46,ZA,2021-07-30 02:25:53,clear sky
399,Nawa,27.0167,75.0,81.25,79,100,14.9,IN,2021-07-30 02:25:54,overcast clouds
400,Novoorsk,51.381,58.9813,65.05,45,100,6.33,RU,2021-07-30 02:25:54,overcast clouds
401,Mahoba,25.2833,79.8667,78.37,91,100,8.99,IN,2021-07-30 02:25:54,overcast clouds
402,Komsomolskiy,40.4272,71.7189,79.52,29,90,9.22,UZ,2021-07-30 02:22:59,overcast clouds
403,Kerema,-7.9631,145.7785,84.49,71,94,6.06,PG,2021-07-30 02:25:55,overcast clouds
404,Vestmanna,62.1564,-7.1664,49.12,100,90,10.36,FO,2021-07-30 02:25:55,overcast clouds
405,Eaglesfield,54.6406,-3.4044,60.24,87,100,2.19,GB,2021-07-30 02:25:56,overcast clouds
406,Nandura,20.8333,76.45,78.03,80,100,9.73,IN,2021-07-30 02:25:56,overcast clouds
407,Tateyama,34.9833,139.8667,84.97,79,69,8.75,JP,2021-07-30 02:21:42,broken clouds
408,Pouembout,-21.1333,164.9,77.0,55,12,9.75,NC,2021-07-30 02:25:56,few clouds
409,Vostok,46.4856,135.8833,71.06,90,100,1.59,RU,2021-07-30 02:25:57,overcast clouds
410,Tual,-5.6667,132.75,80.94,82,84,12.86,ID,2021-07-30 02:21:27,broken clouds
411,Bara,10.3744,10.7288,72.82,95,95,5.99,NG,2021-07-30 02:25:57,light rain
412,Zaykovo,57.5613,62.7568,55.22,99,100,5.1,RU,2021-07-30 02:21:14,moderate rain
413,Terrace Bay,48.7834,-87.1,53.22,63,0,6.13,CA,2021-07-30 02:25:58,clear sky
414,Norilsk,69.3535,88.2027,57.16,93,100,1.54,RU,2021-07-30 02:22:54,moderate rain
415,Guiyang,26.5833,106.7167,82.89,69,20,2.24,CN,2021-07-30 02:25:59,few clouds
416,Isangel,-19.55,169.2667,75.92,77,39,8.41,VU,2021-07-30 02:25:59,scattered clouds
417,Bonnyville,54.2668,-110.735,78.12,29,2,10.51,CA,2021-07-30 02:25:59,clear sky
418,Emba,48.8264,58.1442,70.3,33,73,3.2,KZ,2021-07-30 02:26:00,broken clouds
419,Gwadar,25.1216,62.3254,82.04,85,99,5.53,PK,2021-07-30 02:26:00,overcast clouds
420,Buala,-8.145,159.5921,85.17,68,4,7.38,SB,2021-07-30 02:26:00,clear sky
421,Wucheng,29.6008,118.175,89.2,61,13,1.34,CN,2021-07-30 02:26:01,few clouds
422,Wenling,28.3669,121.36,92.91,84,82,8.01,CN,2021-07-30 02:26:01,light rain
423,Egvekinot,66.3167,-179.1667,34.54,98,100,3.56,RU,2021-07-30 02:26:02,light rain
424,Erenhot,43.6475,111.9767,80.71,39,0,12.95,CN,2021-07-30 02:26:02,clear sky
425,Zakamensk,50.3741,103.2863,58.01,80,91,3.91,RU,2021-07-30 02:26:02,overcast clouds
426,Kichera,55.9375,110.0997,68.99,62,1,6.02,RU,2021-07-30 02:26:03,clear sky
427,Burgeo,47.6167,-57.6152,56.71,89,90,8.3,CA,2021-07-30 02:26:03,overcast clouds
428,Jacareacanga,-6.2222,-57.7528,71.69,52,1,2.62,BR,2021-07-30 02:26:03,clear sky
429,Hambantota,6.1241,81.1185,81.46,77,42,20.58,LK,2021-07-30 02:20:57,scattered clouds
430,Joshimath,30.5667,79.5667,73.17,84,99,0.49,IN,2021-07-30 02:26:04,overcast clouds
431,Praia Da Vitoria,38.7333,-27.0667,72.75,94,75,9.4,PT,2021-07-30 02:20:50,broken clouds
432,Bougouni,11.417,-7.479,70.12,97,100,4.68,ML,2021-07-30 02:26:04,light rain
433,Koronowo,53.3137,17.937,61.32,68,37,6.46,PL,2021-07-30 02:26:05,scattered clouds
434,Kholodnyy,62.7167,147.95,49.84,50,87,11.41,RU,2021-07-30 02:26:05,overcast clouds
435,Maunabo,18.0072,-65.8993,82.24,89,100,10.27,PR,2021-07-30 02:26:05,overcast clouds
436,Gwembe,-16.4975,27.6069,50.34,59,86,1.99,ZM,2021-07-30 02:26:06,overcast clouds
437,Kholtoson,50.2981,103.3097,56.48,81,89,4.32,RU,2021-07-30 02:26:06,overcast clouds
438,Caravelas,-17.7125,-39.2481,69.64,82,100,14.72,BR,2021-07-30 02:26:06,overcast clouds
439,Shancheng,34.7953,116.0817,78.69,77,0,6.91,CN,2021-07-30 02:26:07,clear sky
440,Lang Son,21.8333,106.7333,85.14,76,99,4.36,VN,2021-07-30 02:26:07,overcast clouds
441,Kijang,35.2442,129.2139,91.13,58,94,10.94,KR,2021-07-30 02:26:07,overcast clouds
442,La Ronge,55.1001,-105.2842,75.42,49,75,9.22,CA,2021-07-30 02:19:37,broken clouds
443,Ixtapa,20.7,-105.2,85.23,74,75,0.0,MX,2021-07-30 02:23:21,broken clouds
444,Kashi,39.4547,75.9797,81.61,24,20,13.42,CN,2021-07-30 02:26:08,few clouds
445,Taltal,-25.4,-70.4833,62.04,53,0,4.68,CL,2021-07-30 02:26:08,clear sky
446,Ozinki,51.1786,49.6769,70.05,54,64,7.45,RU,2021-07-30 02:24:09,broken clouds
447,Juneau,58.3019,-134.4197,73.4,71,20,9.22,US,2021-07-30 02:26:09,few clouds
448,Butajira,8.1167,38.3667,56.77,91,99,4.09,ET,2021-07-30 02:26:09,overcast clouds
449,Plettenberg Bay,-34.0527,23.3716,53.65,71,7,4.23,ZA,2021-07-30 02:20:53,clear sky
450,Celestun,20.8667,-90.4,83.05,73,23,15.99,MX,2021-07-30 02:26:09,few clouds
451,Sao Joao Da Barra,-21.6403,-41.0511,60.84,61,0,19.93,BR,2021-07-30 02:21:20,clear sky
452,Moose Jaw,50.4001,-105.5344,80.26,36,6,9.22,CA,2021-07-30 02:23:51,clear sky
453,Cap Malheureux,-19.9842,57.6142,70.47,73,84,5.99,MU,2021-07-30 02:19:19,light rain
454,Ust-Barguzin,53.45,108.9833,55.94,92,100,6.08,RU,2021-07-30 02:24:11,overcast clouds
455,San Andres,12.5847,-81.7006,82.42,78,40,11.5,CO,2021-07-30 02:26:10,scattered clouds
456,Kieta,-6.2167,155.6333,85.17,69,27,5.53,PG,2021-07-30 02:26:11,scattered clouds
457,Kayerkan,69.3497,87.7602,53.98,97,100,3.94,RU,2021-07-30 02:26:11,moderate rain
458,Goderich,43.7501,-81.7165,69.91,88,0,9.22,CA,2021-07-30 02:22:29,clear sky
459,Oussouye,12.485,-16.5469,77.94,82,100,4.63,SN,2021-07-30 02:26:11,overcast clouds
460,Neuquen,-38.9516,-68.0591,37.29,75,0,0.0,AR,2021-07-30 02:26:12,clear sky
461,Chebenki,51.9337,55.7077,71.35,28,100,11.16,RU,2021-07-30 02:26:12,light rain
462,Salgar,5.965,-75.9654,70.34,98,100,2.62,CO,2021-07-30 02:26:12,overcast clouds
463,Darhan,49.4867,105.9228,59.38,86,100,10.07,MN,2021-07-30 02:26:13,overcast clouds
464,Raudeberg,61.9875,5.1352,59.67,93,79,17.0,NO,2021-07-30 02:26:13,broken clouds
465,Bhanjanagar,19.9333,84.5833,77.65,87,100,4.21,IN,2021-07-30 02:26:14,moderate rain
466,Amurzet,47.6967,131.0981,86.09,50,100,5.48,RU,2021-07-30 02:26:14,overcast clouds
467,Vardo,70.3705,31.1107,45.03,86,100,4.99,NO,2021-07-30 02:26:14,overcast clouds
468,Det Udom,14.906,105.0784,89.04,79,83,13.15,TH,2021-07-30 02:26:15,broken clouds
469,Namatanai,-3.6667,152.4333,85.08,68,19,2.68,PG,2021-07-30 02:20:39,light rain
470,Sadat,25.6833,83.2833,82.49,88,100,1.95,IN,2021-07-30 02:26:15,overcast clouds
471,Azul,-36.777,-59.8585,40.03,63,0,7.67,AR,2021-07-30 02:26:16,clear sky
472,Chaman,30.9236,66.4512,81.79,14,14,8.08,PK,2021-07-30 02:26:16,few clouds
473,Banda Aceh,5.5577,95.3222,83.53,74,100,13.0,ID,2021-07-30 02:26:16,overcast clouds
474,Clyde River,70.4692,-68.5914,39.43,93,1,14.97,CA,2021-07-30 02:26:14,clear sky
475,Port Blair,11.6667,92.75,83.44,82,92,17.25,IN,2021-07-30 02:21:04,overcast clouds
476,Muravlenko,63.7898,74.523,49.05,78,100,11.7,RU,2021-07-30 02:24:46,overcast clouds
477,Ilulissat,69.2167,-51.1,46.42,81,96,0.0,GL,2021-07-30 02:26:17,overcast clouds
478,Ambon,-3.6954,128.1814,89.74,79,40,2.3,ID,2021-07-30 02:26:17,scattered clouds
479,Bilibino,68.0546,166.4372,43.88,50,78,10.54,RU,2021-07-30 02:26:18,broken clouds
480,North Platte,41.1239,-100.7654,82.26,71,1,3.0,US,2021-07-30 02:26:18,clear sky
481,Redlands,34.0556,-117.1825,97.45,28,1,1.99,US,2021-07-30 02:26:18,clear sky
482,Grivenskaya,45.6473,38.176,69.19,56,0,2.33,RU,2021-07-30 02:26:19,clear sky
483,Iracoubo,5.4802,-53.2011,77.52,86,3,5.5,GF,2021-07-30 02:26:19,clear sky
484,Calafell,41.2,1.5683,77.86,91,0,2.98,ES,2021-07-30 02:26:20,clear sky
485,Salym,60.0625,71.4789,45.99,96,100,5.88,RU,2021-07-30 02:22:07,light rain
486,Port Alberni,49.2413,-124.8028,91.89,37,0,1.99,CA,2021-07-30 02:26:20,clear sky
487,Svetlaya,46.5389,138.3297,76.21,80,100,8.28,RU,2021-07-30 02:26:20,overcast clouds
488,Pehowa,29.9833,76.5833,80.89,84,58,6.64,IN,2021-07-30 02:26:21,broken clouds
489,Azoyu,16.7167,-98.7333,74.93,95,100,1.21,MX,2021-07-30 02:26:21,overcast clouds
490,Viedma,-40.8135,-62.9967,52.97,31,5,15.5,AR,2021-07-30 02:19:25,clear sky
491,Luganville,-15.5333,167.1667,80.94,78,22,3.74,VU,2021-07-30 02:26:22,few clouds
492,Whitehorse,60.7161,-135.0538,75.02,27,20,13.0,CA,2021-07-30 02:21:35,few clouds
493,Kristiansund,63.1115,7.732,59.05,82,90,8.05,NO,2021-07-30 02:26:22,overcast clouds
494,Bull Savanna,17.8868,-77.5902,77.04,83,43,9.91,JM,2021-07-30 02:26:22,scattered clouds
495,Hokitika,-42.7167,170.9667,59.92,67,91,3.85,NZ,2021-07-30 02:26:23,overcast clouds
496,Morgan City,29.6994,-91.2068,82.04,94,1,8.05,US,2021-07-30 02:26:23,clear sky
497,Maniitsoq,65.4167,-52.9,46.42,77,3,10.92,GL,2021-07-30 02:26:23,clear sky
498,Taoudenni,22.6783,-3.9836,95.31,31,46,9.91,ML,2021-07-30 02:22:06,scattered clouds
499,Port Hedland,-20.3167,118.5667,78.85,44,40,16.11,AU,2021-07-30 02:26:24,scattered clouds
500,Adeje,28.1227,-16.726,70.02,76,20,12.66,ES,2021-07-30 02:26:24,few clouds
501,Preobrazheniye,42.9019,133.9064,79.83,73,100,4.59,RU,2021-07-30 02:22:26,overcast clouds
502,Am Timan,11.0297,20.2827,73.53,94,65,4.05,TD,2021-07-30 02:26:25,broken clouds
503,Ocean City,39.2776,-74.5746,79.05,91,92,14.94,US,2021-07-30 02:23:32,overcast clouds
504,Farafangana,-22.8167,47.8333,68.45,75,98,4.16,MG,2021-07-30 02:26:25,overcast clouds
505,Caramay,10.1815,119.236,86.83,62,100,4.61,PH,2021-07-30 02:26:26,overcast clouds
506,Massaguet,12.4755,15.4365,77.04,85,100,8.5,TD,2021-07-30 02:26:26,moderate rain
507,Waddan,29.1614,16.139,76.75,48,0,4.61,LY,2021-07-30 02:25:09,clear sky
508,Sabinas Hidalgo,26.5,-100.1667,84.76,34,100,7.23,MX,2021-07-30 02:26:26,overcast clouds
509,Henties Bay,-22.116,14.2845,58.77,65,0,2.46,NA,2021-07-30 02:26:27,clear sky
510,Krasnoyarskiy,51.965,59.8967,61.59,50,100,7.78,RU,2021-07-30 02:26:27,overcast clouds
511,Oktyabrskoye,43.0645,44.7417,55.54,93,0,4.47,RU,2021-07-30 02:26:27,clear sky
512,Khilok,51.3674,110.4676,61.25,84,100,5.35,RU,2021-07-30 02:26:28,light rain
513,Ekhabi,53.5102,142.9671,58.78,98,100,10.22,RU,2021-07-30 02:26:28,light rain
514,Diffa,13.3154,12.6113,80.38,70,91,6.49,NE,2021-07-30 02:26:28,overcast clouds
515,Puerto Palomas,31.7667,-107.6167,88.93,26,31,22.79,MX,2021-07-30 02:26:29,scattered clouds
516,Zavallya,48.2135,30.0156,66.69,93,1,7.36,UA,2021-07-30 02:26:29,clear sky
517,Barranco,9.5167,-82.7,77.41,89,18,1.48,PA,2021-07-30 02:26:30,few clouds
518,Fukuma,33.7667,130.4667,95.29,55,16,7.72,JP,2021-07-30 02:26:30,few clouds
519,Chumikan,54.7183,135.315,52.05,94,100,25.37,RU,2021-07-30 02:24:39,moderate rain
520,Maceio,-9.6658,-35.7353,69.24,100,0,2.3,BR,2021-07-30 02:26:30,clear sky
521,Sesheke,-17.4759,24.2968,49.53,55,13,2.59,ZM,2021-07-30 02:26:31,few clouds
522,Nenjiang,49.1833,125.2167,78.04,78,12,3.65,CN,2021-07-30 02:26:31,few clouds
523,Okha,53.5739,142.9478,58.19,98,100,12.44,RU,2021-07-30 02:26:31,light rain
524,Bol,13.4586,14.7147,79.97,78,100,11.54,TD,2021-07-30 02:26:32,overcast clouds
525,Tadine,-21.55,167.8833,75.25,52,7,6.4,NC,2021-07-30 02:26:32,clear sky
526,Mnogovershinnyy,53.9353,139.9242,52.81,96,100,7.27,RU,2021-07-30 02:26:32,light rain
